Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Run Accession	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile
GCF_003287165.1	Mycobacterium tuberculosis	1773	PRJNA369711	SAMN06292065	ASM328716v1	H107	H107	PacBio	1	4418796	150.0		SRR5229937	PACBIO_SMRT	97.08	0.37	23.848705
GCF_003287185.1	Mycobacterium tuberculosis	1773	PRJNA369711	SAMN06292067	ASM328718v1	H112	H112	PacBio	1	4406346	150.0		SRR5229943	PACBIO_SMRT	97.42	0.37	53.749172
GCF_007833935.1	Mycobacterium tuberculosis	1773	PRJNA550393	SAMN12126281	ASM783393v1	MT-0080	MT-0080	PacBio	1	4426525	235.0		SRR9588640	PACBIO_SMRT	97.62	0.37	78.65959
GCF_008761675.1	Mycobacterium tuberculosis	1773	PRJNA573545	SAMN12816907	ASM876167v1	L	L	Illumina;PacBio	1	4416671	50.0		SRR20998128	PACBIO_SMRT	96.0	0.37	8.360982
GCF_008761675.1	Mycobacterium tuberculosis	1773	PRJNA573545	SAMN12816907	ASM876167v1	L	L	Illumina;PacBio	1	4416671	50.0		SRR20998249	PACBIO_SMRT	96.0	0.37	8.360982
GCF_008761675.1	Mycobacterium tuberculosis	1773	PRJNA573545	SAMN12816907	ASM876167v1	L	L	Illumina;PacBio	1	4416671	50.0		SRR20998236	PACBIO_SMRT	96.0	0.37	8.360982
GCF_009664875.1	Mycobacterium tuberculosis	1773	PRJNA556438	SAMN13191639	ASM966487v1	AUSMDU00018547	AUSMDU00018547	PacBio	1	4414769	220.0		SRR10520596	PACBIO_SMRT	96.73	0.37	14.346383
GCF_009730215.1	Mycobacterium tuberculosis	1773	PRJNA231221	SAMN11056466	ASM973021v1	FDAARGOS_751	FDAARGOS_751	Illumina;PacBio	1	4441988	710.0		SRR9176753	PACBIO_SMRT	97.78	0.37	97.47843
GCF_009730235.1	Mycobacterium tuberculosis	1773	PRJNA231221	SAMN11056465	ASM973023v1	FDAARGOS_750	FDAARGOS_750	Illumina;PacBio	1	4434666	520.5		SRR9176615	PACBIO_SMRT	96.4	0.37	10.378235
GCF_009730235.1	Mycobacterium tuberculosis	1773	PRJNA231221	SAMN11056465	ASM973023v1	FDAARGOS_750	FDAARGOS_750	Illumina;PacBio	1	4434666	520.5		SRR9176614	PACBIO_SMRT	96.4	0.37	10.378235
GCF_009762675.2	Mycobacterium tuberculosis	1773	PRJNA505382	SAMN10417149	ASM976267v2	TCDC11	TCDC11	PacBio	1	4418417	150.0		SRR8186771	PACBIO_SMRT	97.44	0.37	56.708694
GCF_009762675.2	Mycobacterium tuberculosis	1773	PRJNA505382	SAMN10417149	ASM976267v2	TCDC11	TCDC11	PacBio	1	4418417	150.0		SRR8186770	PACBIO_SMRT	97.44	0.37	56.708694
GCF_009762675.2	Mycobacterium tuberculosis	1773	PRJNA505382	SAMN10417149	ASM976267v2	TCDC11	TCDC11	PacBio	1	4418417	150.0		SRR8186772	PACBIO_SMRT	97.44	0.37	56.708694
GCF_012923765.1	Mycobacterium tuberculosis	1773	PRJNA598991	SAMN13736268	ASM1292376v1	RW-TB008	RW-TB008	Illumina;PacBio	1	4379910	38.0		SRR10828834	PACBIO_SMRT	96.63	0.37	12.753816
GCF_013267635.1	Mycobacterium tuberculosis	1773	PRJNA231221	SAMN11056472	ASM1326763v1	FDAARGOS_757	FDAARGOS_757	Illumina;PacBio	1	4417931	737.0		SRR9626913	PACBIO_SMRT	97.86	0.37	99.68149
GCF_013267655.1	Mycobacterium tuberculosis	1773	PRJNA231221	SAMN11056471	ASM1326765v1	FDAARGOS_756	FDAARGOS_756	Illumina;PacBio	1	4414577	533.2		SRR9625174	PACBIO_SMRT	97.55	0.37	72.72727
GCF_019670745.1	Mycobacterium tuberculosis	1773	PRJDB11640	SAMD00322307	ASM1967074v1	R2092	R2092	Illumina;ONT	1	4383210	173.0	Whole genome sequencing of Mycobacterium tuberculosis R2092	DRR290122	OXFORD_NANOPORE	96.61	0.31	12.514931
GCF_022023995.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN18614372	ASM2202399v1	I0003447-5	I0003447-5	Illumina;PacBio	1	4397821	203.0		SRR17234886	PACBIO_SMRT	97.81	0.37	97.91639
GCF_022870125.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406479	ASM2287012v1	N0069	N0069	ONT	1	4419191	50.0		SRR12801729	OXFORD_NANOPORE	97.07	0.37	23.14532
GCF_022870145.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406478	ASM2287014v1	N3913	N3913	ONT	1	4408017	50.0		SRR12801730	OXFORD_NANOPORE	97.1	0.37	24.273392
GCF_022870165.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406477	ASM2287016v1	N1202	N1202	ONT	1	4391569	50.0		SRR12801731	OXFORD_NANOPORE	96.1	0.37	8.81221
GCF_022870185.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406476	ASM2287018v1	N0091	N0091	ONT	1	4387551	50.0		SRR12801732	OXFORD_NANOPORE	96.48	0.37	10.975448
GCF_022870205.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406475	ASM2287020v1	N1201	N1201	ONT	1	4386429	50.0		SRR12801733	OXFORD_NANOPORE	95.53	0.37	5.97213
GCF_022870225.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406474	ASM2287022v1	N1268	N1268	ONT	1	4428969	50.0		SRR12801734	OXFORD_NANOPORE	96.72	0.37	14.134041
GCF_022870245.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406473	ASM2287024v1	N1272	N1272	ONT	1	4420832	50.0		SRR12801735	OXFORD_NANOPORE	96.91	0.37	17.013935
GCF_022870265.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406472	ASM2287026v1	N1176	N1176	ONT	1	4425207	50.0		SRR12801736	OXFORD_NANOPORE	97.2	0.37	28.62641
GCF_022870285.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406471	ASM2287028v1	N1283	N1283	ONT	1	4419495	50.0		SRR12801721	OXFORD_NANOPORE	97.34	0.37	47.219643
GCF_022870305.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406470	ASM2287030v1	N0136	N0136	ONT	1	4395562	50.0		SRR12801722	OXFORD_NANOPORE	97.43	0.37	54.78434
GCF_022870325.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406469	ASM2287032v1	N1216	N1216	ONT	1	4393016	50.0		SRR12801723	OXFORD_NANOPORE	97.17	0.37	27.193098
GCF_022870345.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406468	ASM2287034v1	N0054	N0054	ONT	1	4431518	50.0		SRR12801724	OXFORD_NANOPORE	96.34	0.37	9.95355
GCF_022870365.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406467	ASM2287036v1	N1274	N1274	ONT	1	4438446	50.0		SRR12801725	OXFORD_NANOPORE	96.58	0.37	12.276045
GCF_022870385.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406466	ASM2287038v1	N0004	N0004	ONT	1	4422216	50.0		SRR12801726	OXFORD_NANOPORE	96.62	0.37	12.634373
GCF_022870405.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406464	ASM2287040v1	N0031	N0031	ONT	1	4399032	50.0		SRR12801728	OXFORD_NANOPORE	97.59	0.37	75.73988
GCF_022870425.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406463	ASM2287042v1	N0072	N0072	ONT	1	4420471	50.0		SRR12801737	OXFORD_NANOPORE	96.85	0.37	15.872595
GCF_022870445.1	Mycobacterium tuberculosis	1773	PRJNA668291	SAMN16406462	ASM2287044v1	N0157	N0157	ONT	1	4410121	50.0		SRR12801738	OXFORD_NANOPORE	97.36	0.37	48.188454
GCF_026185275.1	Mycobacterium tuberculosis	1773	PRJNA836783	SAMN28173806	ASM2618527v1	H37Rv-1	H37Rv-1	Illumina;ONT	1	4417942	1000.0		SRR20082805	OXFORD_NANOPORE	97.78	0.37	97.47843
GCF_026185275.1	Mycobacterium tuberculosis	1773	PRJNA836783	SAMN28173806	ASM2618527v1	H37Rv-1	H37Rv-1	Illumina;ONT	1	4417942	1000.0		SRR20082812	OXFORD_NANOPORE	97.78	0.37	97.47843
GCF_029867045.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24038646	ASM2986704v1	I0004240-3	I0004240-3	Illumina;PacBio	1	4400005	194.0		SRR17234887	PACBIO_SMRT	97.31	0.37	41.69874
GCF_029867065.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24039411	ASM2986706v1	I0004290-8	I0004290-8	Illumina;PacBio	1	4420979	195.0		SRR17234888	PACBIO_SMRT	97.73	0.31	92.66092
GCF_029867085.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24039456	ASM2986708v1	I0003165-3	I0003165-3	Illumina;PacBio	1	4396361	172.0		SRR17234889	PACBIO_SMRT	97.44	0.37	56.708694
GCF_029867105.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24039564	ASM2986710v1	01-R1430	01-R1430	Illumina;PacBio	1	4409225	227.0		SRR17234890	PACBIO_SMRT	97.54	0.37	68.18845
GCF_029867125.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24039598	ASM2986712v1	02-R0894	02-R0894	Illumina;PacBio	1	4422503	191.0		SRR17234891	PACBIO_SMRT	97.3	0.37	38.30126
GCF_029867145.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24039640	ASM2986714v1	02-R1708	02-R1708	Illumina;PacBio	1	4427007	193.0		SRR17234893	PACBIO_SMRT	97.3	0.37	38.30126
GCF_029867165.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24040382	ASM2986716v1	02-R1896	02-R1896	Illumina;PacBio	1	4407304	195.0		SRR17234894	PACBIO_SMRT	97.79	0.37	97.55806
GCF_029867185.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24040385	ASM2986718v1	I0003270-1	I0003270-1	Illumina;PacBio	1	4431508	162.0		SRR17234895	PACBIO_SMRT	97.76	0.37	94.17386
GCF_029867205.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24040410	ASM2986720v1	I0003758-5	I0003758-5	Illumina;PacBio	1	4416715	163.0		SRR17234903	PACBIO_SMRT	97.64	0.37	86.317184
GCF_029867225.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24040618	ASM2986722v1	01-R1134	01-R1134	Illumina;PacBio	1	4406184	138.0		SRR17234900	PACBIO_SMRT	97.58	0.37	75.235565
GCF_029867245.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24042982	ASM2986724v1	M0003941-3	M0003941-3	Illumina;PacBio	1	4421169	206.0		SRR17234896	PACBIO_SMRT	97.64	0.37	86.317184
GCF_029867265.1	Mycobacterium tuberculosis	1773	PRJNA719670	SAMN24042990	ASM2986726v1	02-R1179	02-R1179	Illumina;PacBio	1	4393775	249.0		SRR17234897	PACBIO_SMRT	96.95	0.37	19.362972
GCF_033124145.1	Mycobacterium tuberculosis	1773	PRJNA833906	SAMN28021336	ASM3312414v1	MTBCR170031	MTBCR170031	Illumina;PacBio	1	4417031	275.0		SRR28788881	PACBIO_SMRT	96.85	0.37	15.872595
GCF_037076265.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00089643	ASM3707626v1	DN049	DN049	Illumina;ONT	1	4406191		Analysis of lineage 1 strains of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261198	OXFORD_NANOPORE	97.16	0.37	26.556072
GCF_037076275.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00089644	ASM3707627v1	DN059	DN059	Illumina;ONT	1	4402175		Analysis of lineage 1 strains of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261199	OXFORD_NANOPORE	97.16	0.37	26.556072
GCF_037076285.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269948	ASM3707628v1	DN067	DN067	Illumina;ONT	1	4410800		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261200	OXFORD_NANOPORE	97.51	0.37	66.76842
GCF_037076295.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269949	ASM3707629v1	DN068	DN068	Illumina;ONT	1	4395586		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261201	OXFORD_NANOPORE	97.2	0.37	28.62641
GCF_037076305.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269950	ASM3707630v1	DN101	DN101	Illumina;ONT	1	4402181		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261202	OXFORD_NANOPORE	97.16	0.37	26.556072
GCF_037076315.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269951	ASM3707631v1	DN105	DN105	Illumina;ONT	1	4408473		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261203	OXFORD_NANOPORE	97.2	0.37	28.62641
GCF_037076325.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269952	ASM3707632v1	DN146	DN146	Illumina;ONT	1	4406941		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261204	OXFORD_NANOPORE	97.58	0.37	75.235565
GCF_037076335.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269954	ASM3707633v1	DN251	DN251	Illumina;ONT	1	4412905		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261206	OXFORD_NANOPORE	97.37	0.37	50.099537
GCF_037101195.1	Mycobacterium tuberculosis	1773	PRJDB10954	SAMD00269953	ASM3710119v1	DN181	DN181	Illumina;ONT	1	4418245		Complete genome sequences of Mycobacterium tuberculosis in Da Nang, Vietnam	DRR261205	OXFORD_NANOPORE	97.64	0.37	86.317184
GCF_039906425.1	Mycobacterium tuberculosis	1773	PRJNA1021585	SAMN37563188	IN15966	1	1	ONT	1	4401767	1.0		SRR26193464	OXFORD_NANOPORE	97.3	0.37	38.30126
GCF_039906605.1	Mycobacterium tuberculosis	1773	PRJNA1021585	SAMN37563190	IN25474	3	3	ONT	1	4414055	1.0		SRR26193454	OXFORD_NANOPORE	97.64	0.37	86.317184
GCF_039907175.1	Mycobacterium tuberculosis	1773	PRJNA1021585	SAMN37563193	IN37446	6	6	ONT	1	4431145	1.0		SRR26193451	OXFORD_NANOPORE	97.29	0.37	36.443264
GCF_039907295.1	Mycobacterium tuberculosis	1773	PRJNA1021585	SAMN37563195	IN40579	8	8	ONT	1	4419214	1.0		SRR26193449	OXFORD_NANOPORE	97.33	0.37	42.999336
GCF_039907365.1	Mycobacterium tuberculosis	1773	PRJNA1021585	SAMN37563196	IN40868	9	9	ONT	1	4418471	1.0		SRR26193448	OXFORD_NANOPORE	97.55	0.63	72.72727
GCF_040208985.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453946	ASM4020898v1	H-19-0007	H-19-0007	Illumina;ONT	1	4445673	232.2		SRR29081119	OXFORD_NANOPORE	97.6	0.37	78.00929
GCF_040208995.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453947	ASM4020899v1	H-19-0008	H-19-0008	Illumina;ONT	1	4448271	208.6		SRR29081118	OXFORD_NANOPORE	97.51	0.37	66.76842
GCF_040209205.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453954	ASM4020920v1	H-19-0027	H-19-0027	Illumina;ONT	1	4443964	214.1		SRR29081048	OXFORD_NANOPORE	97.51	0.37	66.76842
GCF_040209215.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453956	ASM4020921v1	H-20-0022	H-20-0022	Illumina;ONT	1	4435660	167.1		SRR29081117	OXFORD_NANOPORE	97.17	0.37	27.193098
GCF_040209325.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453958	ASM4020932v1	H-20-0024	H-20-0024	Illumina;ONT	1	4445477	223.7		SRR29081115	OXFORD_NANOPORE	97.86	0.37	99.68149
GCF_040209395.1	Mycobacterium tuberculosis	1773	PRJNA1113402	SAMN41453983	ASM4020939v1	H-21-0019	H-21-0019	Illumina;ONT	1	4432855	177.3		SRR29081088	OXFORD_NANOPORE	97.43	0.37	54.78434
GCF_040820785.1	Mycobacterium tuberculosis	1773	PRJNA1116704	SAMN37563202	INP37446	15	15	Illumina;ONT;PacBio	1	4430612	282.0		SRR26193458	PACBIO_SMRT	97.29	0.37	36.443264
GCF_042692185.1	Mycobacterium tuberculosis	1773	PRJNA813637	SAMN26514124	ASM4269218v1	PSNK363	PSNK363	PacBio	1	4422110	25.0		SRR30641007	PACBIO_SMRT	97.77	0.37	94.25349
GCF_042692185.1	Mycobacterium tuberculosis	1773	PRJNA813637	SAMN26514124	ASM4269218v1	PSNK363	PSNK363	PacBio	1	4422110	25.0		SRR30640849	PACBIO_SMRT	97.77	0.37	94.25349
GCF_001938725.1	Mycobacterium tuberculosis H37Ra	419947	PRJNA329548	SAMN05414673	ASM193872v1	H37Ra	H37Ra	PacBio	1	4426109	217.0		SRR3930412	PACBIO_SMRT	97.78	0.37	97.47843
GCF_001938725.1	Mycobacterium tuberculosis H37Ra	419947	PRJNA329548	SAMN05414673	ASM193872v1	H37Ra	H37Ra	PacBio	1	4426109	217.0		SRR3930411	PACBIO_SMRT	97.78	0.37	97.47843
GCF_002975475.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA428763	SAMN08321034	ASM297547v1	2002/0476	2002/0476	Illumina;PacBio	1	4355637	180.0		SRR6467888	PACBIO_SMRT	95.86	0.45	7.9761114
GCF_005155785.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA494982	SAMN10219709	ASM515578v1	Danish delta-sapM	Danish delta-sapM	Illumina;PacBio	1	4332698	285.0		SRR7983753	PACBIO_SMRT	95.53	0.99	5.97213
GCF_005156105.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA494982	SAMN10219708	ASM515610v1	Danish 1331	Danish 1331	Illumina;PacBio	1	4411814	290.0		SRR7983755	PACBIO_SMRT	95.53	2.84	5.97213
GCF_026727575.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA902023	SAMN31746122	ASM2672757v1	2018/0565	2018/0565	Illumina;ONT	1	4350529	576.0		SRR22314234	OXFORD_NANOPORE	95.42	0.37	5.2952886
GCF_026727615.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA902023	SAMN31746260	ASM2672761v1	2016/0386	2016/0386	Illumina;ONT	1	4347959	394.0		SRR22314236	OXFORD_NANOPORE	95.68	0.37	6.967485
GCF_028768425.1	Mycobacterium tuberculosis variant bovis	1765	PRJNA930491	SAMN33010680	ASM2876842v1	OLF-AH-2022-TB-0122	OLF-AH-2022-TB-0122	Illumina;ONT	1	4342292	138.0		SRR23325070	OXFORD_NANOPORE	96.03	0.37	8.546782
GCF_015482805.1	Mycobacterium tuberculosis variant bovis BCG	33892	PRJNA673391	SAMN16605479	ASM1548280v1	BCG SL 222 Sofia	BCG SL 222 Sofia	Illumina;ONT	1	4370706	40.9		SRR13076399	OXFORD_NANOPORE	95.67	1.31	6.7551427
GCF_022374915.2	Mycobacterium ulcerans	1809	PRJNA747101	SAMN20254269	ASM2237491v3	ATCC 19423	ATCC 19423	PacBio	2	5699513	95.0		SRR21285061	PACBIO_SMRT	94.9	0.18	96.660805
GCF_022374915.2	Mycobacterium ulcerans	1809	PRJNA747101	SAMN20254269	ASM2237491v3	ATCC 19423	ATCC 19423	PacBio	2	5699513	95.0		SRR21133404	PACBIO_SMRT	94.9	0.18	96.660805
GCF_009936235.1	Mycobacterium xenopi	1789	PRJDB9078	SAMD00197529	ASM993623v1	JCM 15661	JCM 15661	Illumina;ONT	1	4917655	97.0	Complete Genome Sequence of Mycobacterium xenopi JCM 15661	DRR201556	OXFORD_NANOPORE	91.41	0.59	33.333332
GCF_004027995.1	Mycobacteroides abscessus	36809	PRJNA495001	SAMN10188242	ASM402799v1	GZ0 1	GZ0 1	PacBio	1	5075529	100.0		SRR9822121	PACBIO_SMRT	96.92	0.93	4.0054007
GCF_004028015.1	Mycobacteroides abscessus	36809	PRJNA504433	SAMN10391661	ASM402801v1	GZ002	GZ002	PacBio	2	5082434	100.0		SRR9822117	PACBIO_SMRT	98.79	0.93	90.77408
GCF_010731915.1	Mycobacteroides abscessus	36809	PRJDB7717	SAMD00153219	ASM1073191v1	JCM 30620	JCM 30620	Illumina;ONT	3	5193545	220.0	Whole genome shotgun sequencing of nontuberculosis mycobacteria	DRR161304	OXFORD_NANOPORE	97.84	1.87	23.357336
GCF_014843135.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11100991	ASM1484313v1	JHN_AB_0004_2	JHN_AB_0004_2	ONT	1	4905866	290.0		SRR9020457	OXFORD_NANOPORE	98.66	1.43	69.08191
GCF_014843135.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11100991	ASM1484313v1	JHN_AB_0004_2	JHN_AB_0004_2	ONT	1	4905866	290.0		SRR9213987	OXFORD_NANOPORE	98.66	1.43	69.08191
GCF_014843155.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11100992	ASM1484315v1	JHN_AB_0009_1	JHN_AB_0009_1	ONT	1	4805473	316.0		SRR8752499	OXFORD_NANOPORE	98.64	0.97	67.64176
GCF_014843155.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11100992	ASM1484315v1	JHN_AB_0009_1	JHN_AB_0009_1	ONT	1	4805473	316.0		SRR8752505	OXFORD_NANOPORE	98.64	0.97	67.64176
GCF_014843175.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101006	ASM1484317v1	JHN_AB_0023_1	JHN_AB_0023_1	ONT	1	4896142	207.0		SRR8752524	OXFORD_NANOPORE	98.35	1.18	46.9847
GCF_014843195.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101015	ASM1484319v1	JHN_AB_0032_1	JHN_AB_0032_1	ONT	1	5184618	194.0		SRR8752539	OXFORD_NANOPORE	98.64	1.01	67.64176
GCF_014843215.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101018	ASM1484321v1	JHN_AB_0006_3	JHN_AB_0006_3	ONT	1	4891423	259.0		SRR9020439	OXFORD_NANOPORE	96.96	2.08	4.5454545
GCF_014843215.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101018	ASM1484321v1	JHN_AB_0006_3	JHN_AB_0006_3	ONT	1	4891423	259.0		SRR9213997	OXFORD_NANOPORE	96.96	2.08	4.5454545
GCF_014843235.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101019	ASM1484323v1	JHN_AB_0006_2	JHN_AB_0006_2	ONT	1	4891325	405.0		SRR9020440	OXFORD_NANOPORE	97.27	1.98	7.020702
GCF_014843235.1	Mycobacteroides abscessus	36809	PRJNA523365	SAMN11101019	ASM1484323v1	JHN_AB_0006_2	JHN_AB_0006_2	ONT	1	4891325	405.0		SRR9213972	OXFORD_NANOPORE	97.27	1.98	7.020702
GCF_020735505.1	Mycobacteroides abscessus	36809	PRJNA231221	SAMN22365131	ASM2073550v1	FDAARGOS_1602	FDAARGOS_1602	Illumina;PacBio	1	4833535	3383.9		SRR17119278	PACBIO_SMRT	98.18	1.0	35.59856
GCF_020735345.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA231221	SAMN22365134	ASM2073534v1	FDAARGOS_1605	FDAARGOS_1605	Illumina;PacBio	1	5033491	4206.0		SRR17119696	PACBIO_SMRT	98.57	1.55	61.521152
GCF_020735425.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA231221	SAMN22365133	ASM2073542v1	FDAARGOS_1604	FDAARGOS_1604	Illumina;PacBio	2	5090549	1988.4		SRR17119282	PACBIO_SMRT	98.89	0.93	95.90459
GCF_020735485.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJNA231221	SAMN22365132	ASM2073548v1	FDAARGOS_1603	FDAARGOS_1603	Illumina;PacBio	1	4833389	4467.9		SRR17119280	PACBIO_SMRT	98.48	1.0	57.380737
GCF_041154555.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJDB16220	SAMD00631755	ASM4115455v1	57625	57625	Other;ONT	4	5442421	481.0		DRR493683	OXFORD_NANOPORE	96.45	0.68	2.790279
GCF_041154565.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJDB16220	SAMD00631756	ASM4115456v1	57629	57629	Other;ONT	4	5441615	596.0		DRR493684	OXFORD_NANOPORE	96.97	0.68	4.6354637
GCF_041154575.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJDB16220	SAMD00631757	ASM4115457v1	57630	57630	Other;ONT	4	5442593	532.0		DRR493685	OXFORD_NANOPORE	96.33	0.98	2.520252
GCF_041154585.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJDB16220	SAMD00631758	ASM4115458v1	57596	57596	Other;ONT	4	5442622	285.0		DRR493686	OXFORD_NANOPORE	95.74	0.98	2.0252025
GCF_041154595.1	Mycobacteroides abscessus subsp. abscessus	1185650	PRJDB16220	SAMD00631759	ASM4115459v1	57626	57626	Other;ONT	4	5447685	472.0		DRR493687	OXFORD_NANOPORE	96.05	0.78	2.340234
GCF_030412725.1	Mycobacteroides immunogenum	83262	PRJNA944390	SAMN33747153	ASM3041272v1	C14-1.MIM	C14-1.MIM	Illumina;ONT	1	5407919	200.0		SRR23860488	OXFORD_NANOPORE	99.21	1.43	100.0
GCF_010731835.1	Mycolicibacillus koreensis	1069220	PRJDB7717	SAMD00153215	ASM1073183v1	JCM 19956	JCM 19956	Illumina;ONT	1	4155701	246.0	Whole genome shotgun sequencing of nontuberculosis mycobacteria	DRR161300	OXFORD_NANOPORE	98.69	0.39	50.0
GCF_022370835.2	Mycolicibacillus parakoreensis	1069221	PRJNA747101	SAMN20254257	ASM2237083v2	DSM 45575	DSM 45575	PacBio	2	3936223	134.0		SRR21133407	PACBIO_SMRT	99.29	0.39	100.0
GCF_022370835.2	Mycolicibacillus parakoreensis	1069221	PRJNA747101	SAMN20254257	ASM2237083v2	DSM 45575	DSM 45575	PacBio	2	3936223	134.0		SRR21285064	PACBIO_SMRT	99.29	0.39	100.0
GCF_019645815.1	Mycolicibacter heraklionensis	512402	PRJNA747101	SAMN20254261	ASM1964581v1	JCM 30995	JCM 30995	Illumina;ONT	1	5061737	150.0		SRR21133414	OXFORD_NANOPORE	98.34	0.69	57.142857
GCF_010729485.1	Mycolicibacter hiberniae	29314	PRJDB7717	SAMD00153186	ASM1072948v1	JCM 13571	JCM 13571	Illumina;ONT	1	4396654	303.0	Whole genome shotgun sequencing of nontuberculosis mycobacteria	DRR161271	OXFORD_NANOPORE	96.63	0.69	33.333332
GCF_010731755.1	Mycolicibacter minnesotensis	1118379	PRJDB7717	SAMD00153210	ASM1073175v1	JCM 17932	JCM 17932	Illumina;ONT	1	4224047	489.0	Whole genome shotgun sequencing of nontuberculosis mycobacteria	DRR161295	OXFORD_NANOPORE	99.03	1.18	33.333332
GCF_963378075.1	Mycolicibacter sp. MU0083	3064287	PRJEB50291	SAMEA114267545	MU0083_Flye_MinION	Mu0083	Mu0083	ONT	1	4341397	180.0		ERR11843501	OXFORD_NANOPORE	98.1	0.57	100.0
GCF_963378105.1	Mycolicibacter sp. MU0102	3064288	PRJEB50291	SAMEA114267547	MU0102_Flye_MinION	Mu0102	Mu0102	ONT	1	4794172	180.0		ERR11843502	OXFORD_NANOPORE	98.91	1.15	100.0
