Run Accession	Assembly Accession	Organism Name	Organism Taxonomic ID	Assembly BioProject Accession	Assembly BioSample Accession	Assembly Name	Organism Infraspecific Names Strain	Assembly BioSample Strain 	Assembly Sequencing Tech	Assembly Stats Total Number of Chromosomes	Assembly Stats Total Sequence Length	Assembly Stats Genome Coverage	Assembly BioSample Project name  	Instrument Platform	CheckM completeness	CheckM contamination	CheckM completeness percentile	Assembly Release Date
SRR21415746	GCF_037969885.1	Paenibacillus sp. FSL R7-0313	2954532	PRJNA768416	SAMN29228684	PS01716			Illumina;ONT	1	6913689	361.8		OXFORD_NANOPORE	99.72	0.65	100.0	2024-04-07
SRR19820504	GCF_037969885.1	Paenibacillus sp. FSL R7-0313	2954532	PRJNA768416	SAMN29228684	PS01716			Illumina;ONT	1	6913689	361.8		OXFORD_NANOPORE	99.72	0.65	100.0	2024-04-07
SRR19820502	GCF_037969875.1	Paenibacillus sp. FSL R7-0337	1926588	PRJNA768416	SAMN29228686	PS01719			Illumina;ONT	1	7714111	237.4		OXFORD_NANOPORE	99.17	0.81	100.0	2024-04-07
SRR21415743	GCF_037969875.1	Paenibacillus sp. FSL R7-0337	1926588	PRJNA768416	SAMN29228686	PS01719			Illumina;ONT	1	7714111	237.4		OXFORD_NANOPORE	99.17	0.81	100.0	2024-04-07
SRR21415741	GCF_038595055.1	Paenibacillus sp. FSL R7-0345	2954535	PRJNA768416	SAMN29228687	PS01721	FSL R7-0345	FSL R7-0345	Illumina;ONT	1	6979603	175.6		OXFORD_NANOPORE	99.11	1.31	100.0	2024-04-30
SRR19820501	GCF_038595055.1	Paenibacillus sp. FSL R7-0345	2954535	PRJNA768416	SAMN29228687	PS01721	FSL R7-0345	FSL R7-0345	Illumina;ONT	1	6979603	175.6		OXFORD_NANOPORE	99.11	1.31	100.0	2024-04-30
SRR19816809	GCF_038595045.1	Paenibacillus sp. FSL R7-0652	2921687	PRJNA768416	SAMN26232490	PS01724	FSL R7-0652	FSL R7-0652	Illumina;ONT	1	6671596	387.3		OXFORD_NANOPORE	99.72	0.67	100.0	2024-04-30
SRR21415737	GCF_038595045.1	Paenibacillus sp. FSL R7-0652	2921687	PRJNA768416	SAMN26232490	PS01724	FSL R7-0652	FSL R7-0652	Illumina;ONT	1	6671596	387.3		OXFORD_NANOPORE	99.72	0.67	100.0	2024-04-30
SRR19816801	GCF_037969855.1	Paenibacillus sp. FSL W7-1088	2921695	PRJNA768416	SAMN26232498	PS01733			Illumina;ONT	1	7279817	286.2		OXFORD_NANOPORE	99.72	0.06	100.0	2024-04-07
SRR21416121	GCF_037969855.1	Paenibacillus sp. FSL W7-1088	2921695	PRJNA768416	SAMN26232498	PS01733			Illumina;ONT	1	7279817	286.2		OXFORD_NANOPORE	99.72	0.06	100.0	2024-04-07
SRR19816800	GCF_037969845.1	Paenibacillus sp. FSL W7-1279	2921697	PRJNA768416	SAMN26232500	PS01735			Illumina;ONT	1	7494256	501.7		OXFORD_NANOPORE	99.17	1.3	100.0	2024-04-06
SRR21416120	GCF_037969845.1	Paenibacillus sp. FSL W7-1279	2921697	PRJNA768416	SAMN26232500	PS01735			Illumina;ONT	1	7494256	501.7		OXFORD_NANOPORE	99.17	1.3	100.0	2024-04-06
SRR19816796	GCF_037969785.1	Paenibacillus sp. FSL W7-1332	2921702	PRJNA768416	SAMN26232505	PS01747			Illumina;ONT	1	7514708	535.2		OXFORD_NANOPORE	99.72	1.3	100.0	2024-04-06
SRR21416106	GCF_037969785.1	Paenibacillus sp. FSL W7-1332	2921702	PRJNA768416	SAMN26232505	PS01747			Illumina;ONT	1	7514708	535.2		OXFORD_NANOPORE	99.72	1.3	100.0	2024-04-06
SRR19816789	GCF_037969755.1	Paenibacillus sp. FSL W8-0187	2921710	PRJNA768416	SAMN26232513	PS01755			Illumina;ONT	1	7405831	404.7		OXFORD_NANOPORE	99.72	0.76	100.0	2024-04-06
SRR21416098	GCF_037969755.1	Paenibacillus sp. FSL W8-0187	2921710	PRJNA768416	SAMN26232513	PS01755			Illumina;ONT	1	7405831	404.7		OXFORD_NANOPORE	99.72	0.76	100.0	2024-04-06
SRR19816788	GCF_037969745.1	Paenibacillus sp. FSL W8-0194	2921711	PRJNA768416	SAMN26232514	PS01756			Illumina;ONT	1	6055669	245.2		OXFORD_NANOPORE	96.67	0.26	100.0	2024-04-06
SRR21416096	GCF_037969745.1	Paenibacillus sp. FSL W8-0194	2921711	PRJNA768416	SAMN26232514	PS01756			Illumina;ONT	1	6055669	245.2		OXFORD_NANOPORE	96.67	0.26	100.0	2024-04-06
SRR19816785	GCF_037969725.1	Paenibacillus sp. FSL W8-0426	2921714	PRJNA768416	SAMN26232517	PS01759			Illumina;ONT	1	6909549	297.4		OXFORD_NANOPORE	99.72	0.74	100.0	2024-04-06
SRR21416093	GCF_037969725.1	Paenibacillus sp. FSL W8-0426	2921714	PRJNA768416	SAMN26232517	PS01759			Illumina;ONT	1	6909549	297.4		OXFORD_NANOPORE	99.72	0.74	100.0	2024-04-06
SRR19820680	GCF_037965425.1	Paenibacillus sp. FSL W8-1287	2954653	PRJNA768416	SAMN29228805	PS01933			Illumina;ONT	1	6584427	409.6		OXFORD_NANOPORE	99.72	0.2	100.0	2024-04-06
SRR21416045	GCF_037965425.1	Paenibacillus sp. FSL W8-1287	2954653	PRJNA768416	SAMN29228805	PS01933			Illumina;ONT	1	6584427	409.6		OXFORD_NANOPORE	99.72	0.2	100.0	2024-04-06
SRR27678752	GCF_030123105.1	Paenibacillus sp. G2S3	3047872	PRJNA960711	SAMN34374885	ASM3012310v1	G2S3	G2S3	ONT	1	6698229	1.0		OXFORD_NANOPORE	98.06	1.37	100.0	2023-05-27
SRR28046834	GCF_036894235.1	Paenibacillus sp. Y5S-9	3122489	PRJNA1077904	SAMN39984690	ASM3689423v1	Y5S-9	Y5S-9	ONT	2	6929220	195.0		OXFORD_NANOPORE	99.44	1.26	100.0	2024-04-05
SRR26804258	GCF_036884255.1	Paenibacillus tundrae	528187	PRJNA1039734	SAMN38224731	MLY93	MLY93	MLY93	PacBio	1	6534616	41.0		PACBIO_SMRT	99.72	0.06	100.0	2024-04-05
SRR23401452	GCF_028747985.1	Paenibacillus urinalis	521520	PRJNA933617	SAMN32733993	ASM2874798v1	2022CK-00829	2022CK-00829	Illumina;ONT	4	5861041	54.0		OXFORD_NANOPORE	99.67	0.17	100.0	2023-02-21
SRR27678704	GCF_030122845.1	Paenibacillus woosongensis	307580	PRJNA960711	SAMN34374853	ASM3012284v1	B2_4	B2_4	ONT	1	5289572	1.0		OXFORD_NANOPORE	99.44	0.19	100.0	2023-05-27
SRR21362308	GCF_038632915.1	Paenisporosarcina sp. FSL H8-0542	2921401	PRJNA768416	SAMN25893867	PS01376	FSL H8-0542	FSL H8-0542	Illumina;ONT	1	3629232	1083.6		OXFORD_NANOPORE	99.34	0.68	100.0	2024-04-30
SRR21415674	GCF_038632915.1	Paenisporosarcina sp. FSL H8-0542	2921401	PRJNA768416	SAMN25893867	PS01376	FSL H8-0542	FSL H8-0542	Illumina;ONT	1	3629232	1083.6		OXFORD_NANOPORE	99.34	0.68	100.0	2024-04-30
SRR10298003	GCF_009363795.1	Palleronia sp. THAF1	2587842	PRJNA547984	SAMN11996107	ASM936379v1	THAF1	THAF1	ONT	2	3340253	101.1		OXFORD_NANOPORE	99.65	0.2	100.0	2019-10-28
SRR26730976	GCF_030908625.1	Paludicola sp. MB14-C6	3070656	PRJNA1005944	SAMN37004496	ASM3090862v1	MB14-C6	MB14-C6	Other;ONT	1	2937905	939.0		OXFORD_NANOPORE	99.38	0.62	100.0	2023-08-27
SRR21026239	GCF_024704525.1	Pandoraea commovens	2508289	PRJNA849608	SAMN30015177	ASM2470452v1	LB-19-202-79	LB-19-202-79	Illumina;ONT	2	6056872	80.0		OXFORD_NANOPORE	99.32	0.48	100.0	2022-08-16
SRR9733840	GCF_000807775.2	Pandoraea fibrosis	1891094	PRJNA266749	SAMN03174139	ASM80777v2	6399	6399	ONT	1	5592065	40.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9733839	GCF_000807775.2	Pandoraea fibrosis	1891094	PRJNA266749	SAMN03174139	ASM80777v2	6399	6399	ONT	1	5592065	40.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9821893	GCF_000807775.2	Pandoraea fibrosis	1891094	PRJNA266749	SAMN03174139	ASM80777v2	6399	6399	ONT	1	5592065	40.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9821894	GCF_000807775.2	Pandoraea fibrosis	1891094	PRJNA266749	SAMN03174139	ASM80777v2	6399	6399	ONT	1	5592065	40.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9733841	GCF_000807785.2	Pandoraea fibrosis	1891094	PRJNA266765	SAMN03174414	ASM80778v2	7641	7641	ONT	1	5592064	20.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9821955	GCF_000807785.2	Pandoraea fibrosis	1891094	PRJNA266765	SAMN03174414	ASM80778v2	7641	7641	ONT	1	5592064	20.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
SRR9733842	GCF_000807785.2	Pandoraea fibrosis	1891094	PRJNA266765	SAMN03174414	ASM80778v2	7641	7641	ONT	1	5592064	20.0		OXFORD_NANOPORE	98.58	0.07	100.0	2020-01-13
DRR378333	GCF_024363545.1	Pandoraea sp. NE5	2904129	PRJDB12739	SAMD00433466	ASM2436354v1	NE5	NE5	PacBio	1	5050229	290.0	Pandoraea sp. NE5	PACBIO_SMRT	98.09	0.56	100.0	2022-06-17
SRR27695013	GCF_005233495.2	Pantoea agglomerans	549	PRJNA459521	SAMN09062489	CFBP13505pac	CFBP13505	CFBP13505	PacBio	4	4932464	250.0		PACBIO_SMRT	99.0	0.86	97.397766	2024-04-05
SRR27704967	GCF_014839205.2	Pantoea agglomerans	549	PRJNA665156	SAMN16237653	ASM1483920v2	CFBP8756	CFBP8756	PacBio	5	5029763	210.0		PACBIO_SMRT	98.92	1.07	88.10409	2024-02-02
SRR27704963	GCF_014839525.2	Pantoea agglomerans	549	PRJNA665156	SAMN16237033	ASM1483952v2	CFBP13593	CFBP13593	PacBio	4	5130088	200.0		PACBIO_SMRT	99.0	1.45	97.397766	2024-02-02
SRR27704964	GCF_014842695.2	Pantoea agglomerans	549	PRJNA665156	SAMN16236980	ASM1484269v2	CFBP13600	CFBP13600	PacBio	5	4885829	170.0		PACBIO_SMRT	98.65	1.61	82.156136	2024-02-02
SRR12158100	GCF_017474165.1	Pantoea agglomerans	549	PRJNA642846	SAMN15405801	ASM1747416v1	AR1a	AR1a	PacBio	5	5077082	162.0		PACBIO_SMRT	98.68	2.51	86.24535	2021-03-19
SRR25382412	GCF_020783495.1	Pantoea agglomerans	549	PRJNA774971	SAMN22600026	ASM2078349v1	DBM 3797	DBM 3797	Illumina;ONT	3	4827526	584.0		OXFORD_NANOPORE	98.65	1.0	82.156136	2021-11-07
SRR16086228	GCF_029016125.1	Pantoea agglomerans	549	PRJNA642846	SAMN21555674	ASM2901612v1	CB1	CB1	Illumina;ONT	4	5048993	108.0		OXFORD_NANOPORE	99.0	1.11	97.397766	2023-03-07
SRR19974024	GCF_030710645.1	Pantoea agglomerans	549	PRJNA851950	SAMN29257230	ASM3071064v1	NBBC-01	NBBC-01	ONT	6	4927193	541.5		OXFORD_NANOPORE	98.65	0.88	82.156136	2023-08-11
SRR26051229	GCF_031887785.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046692	ASM3188778v1	T88c	T88c	Illumina;ONT	5	5095245	402.0		OXFORD_NANOPORE	99.0	2.4	97.397766	2023-09-25
SRR26051232	GCF_031888365.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046691	ASM3188836v1	SUH1	SUH1	Illumina;ONT	4	5157404	490.0		OXFORD_NANOPORE	99.0	1.5	97.397766	2023-09-25
SRR26051234	GCF_031889005.1	Pantoea agglomerans	549	PRJNA642846	SAMN37359886	ASM3188900v1	ROTS050421	ROTS050421	Illumina;ONT	5	5046058	4415.0		OXFORD_NANOPORE	98.65	0.42	82.156136	2023-09-25
SRR26051236	GCF_031889605.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046690	ASM3188960v1	MMD61212-C	MMD61212-C	Illumina;ONT	4	4889272	2797.0		OXFORD_NANOPORE	98.95	0.31	88.84758	2023-09-25
SRR26051240	GCF_031889865.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046688	ASM3188986v1	FC61912-B	FC61912-B	Illumina;ONT	7	5168010	314.0		OXFORD_NANOPORE	98.65	1.27	82.156136	2023-09-25
SRR26051222	GCF_031890185.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046687	ASM3189018v1	BH6c	BH6c	Illumina;ONT	5	5118957	1006.0		OXFORD_NANOPORE	99.0	1.34	97.397766	2023-09-25
SRR26051224	GCF_031890205.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046686	ASM3189020v1	AR8b	AR8b	Illumina;ONT	4	4876921	1055.0		OXFORD_NANOPORE	98.96	0.74	91.82156	2023-09-25
SRR26051226	GCF_031890505.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046685	ASM3189050v1	AR5	AR5	Illumina;ONT	4	4967622	343.0		OXFORD_NANOPORE	99.0	2.36	97.397766	2023-09-25
SRR26051230	GCF_031890525.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046684	ASM3189052v1	AR24	AR24	Illumina;ONT	4	4967919	1043.0		OXFORD_NANOPORE	98.68	1.37	86.24535	2023-09-25
SRR26051242	GCF_031891025.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046683	ASM3189102v1	AJ2b	AJ2b	Illumina;ONT	6	5136510	370.0		OXFORD_NANOPORE	99.0	1.01	97.397766	2023-09-25
SRR26051238	GCF_040959245.1	Pantoea agglomerans	549	PRJNA642846	SAMN22046689	v1	J22c	J22c	Illumina;ONT	5	5019304	1759.7		OXFORD_NANOPORE	98.68	2.2	86.24535	2024-07-31
SRR24003359	GCF_001662025.2	Pantoea agglomerans pv. betae	77834	PRJNA320975	SAMN04961652	ASM166202v2	4188	4188	PacBio	4	5041798	38.0		PACBIO_SMRT	98.96	1.23	91.82156	2023-05-25
SRR12158098	GCF_017474015.1	Pantoea ananatis	553	PRJNA642846	SAMN15405802	ASM1747401v1	OC5a	OC5a	PacBio	4	4980968	118.0		PACBIO_SMRT	99.2	2.52	93.728226	2021-03-19
SRR22015155	GCF_026104315.1	Pantoea anthophila	470931	PRJNA893243	SAMN31416257	ASM2610431v1	CL1	CL1	Illumina;ONT	4	4594065	300.0		OXFORD_NANOPORE	99.63	0.41	100.0	2022-11-09
SRR19975617	GCF_019890955.1	Pantoea dispersa	59814	PRJNA758789	SAMN21035695	ASM1989095v1	Lsch	Lsch	Illumina;ONT	3	4885065	102.0		OXFORD_NANOPORE	99.13	1.65	98.333336	2021-09-07
SRR25607743	GCF_025490495.1	Pantoea dispersa	59814	PRJNA883063	SAMN30959536	ASM2549049v1	ML.8a3	ML.8a3	Illumina;ONT	2	4790868	315.0		OXFORD_NANOPORE	99.13	1.29	98.333336	2022-09-29
SRR25607706	GCF_025853815.1	Pantoea dispersa	59814	PRJNA888841	SAMN31221728	ASM2585381v1	JL.02bL	JL.02bL	Illumina;ONT	2	4870688	275.0		OXFORD_NANOPORE	99.13	2.73	98.333336	2022-10-26
SRR25592474	GCF_025919605.1	Pantoea dispersa	59814	PRJNA891272	SAMN31316846	ASM2591960v1	ESL4	ESL4	Illumina;ONT	3	4851066	309.0		OXFORD_NANOPORE	99.13	1.33	98.333336	2022-10-31
SRR25511210	GCF_028993655.1	Pantoea dispersa	59814	PRJNA937034	SAMN33387147	ASM2899365v1	VWJL.P1	VWJL.P1	Illumina;ONT	2	4877733	789.0		OXFORD_NANOPORE	99.13	1.22	98.333336	2023-03-04
SRR26795840	GCF_037039485.1	Pantoea dispersa	59814	PRJNA1039321	SAMN38211483	Pantoea dispersa MLY101	MLY101	MLY101	PacBio	2	4834098	40.0		PACBIO_SMRT	99.13	2.6	98.333336	2024-04-05
SRR22938818	GCF_027920325.1	Pantoea piersonii	2364647	PRJNA916888	SAMN32512754	ASM2792032v1	URMC-2103A041	URMC-2103A041	Illumina;ONT	5	4990348	58.0		OXFORD_NANOPORE	97.84	1.65	100.0	2023-01-19
SRR20907454	GCF_024707505.1	Pantoea sp. SOD02	2970818	PRJNA866139	SAMN30153628	ASM2470750v1	SOD02	SOD02	Illumina;PacBio	2	5153871	437.2		PACBIO_SMRT	98.84	2.61	100.0	2022-08-18
SRR13182422	GCF_016888905.1	Parabacteroides distasonis	823	PRJNA231221	SAMN16357376	ASM1688890v1	FDAARGOS_1234	FDAARGOS_1234	Illumina;PacBio	1	4812038	617.5		PACBIO_SMRT	99.0	0.27	86.94362	2021-02-15
SRR17118586	GCF_020735945.1	Parabacteroides distasonis	823	PRJNA231221	SAMN22091662	ASM2073594v1	FDAARGOS_1565	FDAARGOS_1565	Illumina;PacBio	1	4812066	1110.8		PACBIO_SMRT	99.0	0.27	86.94362	2021-11-03
SRR25757805	GCF_030875795.1	Parabacteroides distasonis	823	PRJNA1002373	SAMN36841965	ASM3087579v1	GP102	GP102	Illumina;ONT	1	5387833	119.0		OXFORD_NANOPORE	98.88	2.06	84.56973	2023-08-25
SRR17133875	GCF_020735865.1	Parabacteroides johnsonii	387661	PRJNA231221	SAMN22091677	ASM2073586v1	FDAARGOS_1580	FDAARGOS_1580	Illumina;PacBio	1	4766157	2265.6		PACBIO_SMRT	97.66	2.5	100.0	2021-11-03
SRR15171269	GCF_025151045.1	Parabacteroides johnsonii DSM 18315	537006	PRJNA746600	SAMN20222700	ASM2515104v1	DSM 18315	DSM 18315	Illumina;ONT	1	4749455	100.0		OXFORD_NANOPORE	97.66	1.96	100.0	2022-09-12
SRR19646396	GCF_024072595.1	Paraburkholderia fungorum	134537	PRJNA848627	SAMN29006833	ASM2407259v1	OTU2BAGNBA1	OTU2BAGNBA1	PacBio	4	9122278	43.0		PACBIO_SMRT	99.94	2.43	100.0	2022-06-30
SRR19646395	GCF_024072715.1	Paraburkholderia fungorum	134537	PRJNA848627	SAMN29007018	ASM2407271v1	OTU2BAGNBA2	OTU2BAGNBA2	PacBio	4	9120800	34.0		PACBIO_SMRT	99.94	2.43	100.0	2022-06-30
SRR27033711	GCF_034424375.1	Paraburkholderia kururiensis	984307	PRJNA1047486	SAMN38562717	ASM3442437v1	HAMBI 2494	HAMBI 2494	PacBio	2	6711709	110.0		PACBIO_SMRT	99.8	0.07	85.71429	2023-12-17
DRR228291	GCF_013426895.1	Paraburkholderia largidicola	3014751	PRJDB9848	SAMD00227920	ASM1342689v1	PGU16	PGU16	Other;PacBio	5	9470940	141.0	Genomes of bacterial symbionts isolated from Physopelta gutta	PACBIO_SMRT	99.17	0.83	100.0	2020-07-13
DRR506547	GCF_037101255.1	Paraburkholderia sp. 22B1P	3080498	PRJDB16771	SAMD00649584	ASM3710125v1	22B1P	22B1P	Illumina;PacBio	4	9922990	52.5		PACBIO_SMRT	99.94	0.98	100.0	2024-04-05
SRR28785304	GCF_038050405.1	Paraburkholderia sp. IMGN_8	3136564	PRJNA1094625	SAMN40703488	ASM3805040v1	SJ_3	SJ_3	Illumina;PacBio	2	9114050	30.0		PACBIO_SMRT	99.94	0.04	100.0	2024-04-11
DRR228292	GCF_013426915.1	Paraburkholderia sp. PGU19	2735434	PRJDB9848	SAMD00227921	ASM1342691v1	PGU19	PGU19	PacBio	5	11246397	86.0	Genomes of bacterial symbionts isolated from Physopelta gutta	PACBIO_SMRT	97.48	2.02	100.0	2020-07-13
DRR513694	GCF_040361905.1	Paraburkholderia terrae	311230	PRJDB17035	SAMD00657987	ASM4036190v1	KU-46	KU-46	PacBio	5	10833180	84.0		PACBIO_SMRT	99.94	1.58	100.0	2024-06-30
SRR15323158	GCF_019916025.1	Paraclostridium bifermentans	1490	PRJNA746444	SAMN20207145	ASM1991602v1	DSM 14991	DSM 14991	Illumina;ONT	5	3566216	100.0		OXFORD_NANOPORE	99.34	0.88	92.68293	2021-09-09
SRR3109671	GCF_002865995.1	Paraclostridium sordellii	1505	PRJNA302050	SAMN04263499	ASM286599v1	AM370	AM370	Illumina;PacBio	2	3584812			PACBIO_SMRT	100.0	2.32	100.0	2018-01-08
SRR23190625	GCF_028553725.1	Paracoccus alcaliphilus	34002	PRJNA689372	SAMN17207692	ASM2855372v1	TK 1015 = DSM 8512	TK 1015 = DSM 8512	Illumina;ONT	5	4772712	148.0		OXFORD_NANOPORE	97.56	1.78	100.0	2023-02-08
SRR23190621	GCF_028553785.1	Paracoccus fistulariae	658446	PRJNA689404	SAMN17209169	ASM2855378v1	KCTC 22803	KCTC 22803	Illumina;ONT	4	3723810	450.0		OXFORD_NANOPORE	98.97	0.74	100.0	2023-02-08
SRR10256987	GCF_009301415.1	Paracoccus kondratievae	135740	PRJNA574853	SAMN12870310	ASM930141v1	BJQ0001	BJQ0001	PacBio	3	4228383	742.0		PACBIO_SMRT	99.82	0.51	100.0	2019-10-20
SRR11558426	GCF_012689545.1	Paracoccus sanguinis	1545044	PRJNA622823	SAMN14591402	ASM1268954v1	OM2164	OM2164	PacBio	4	3373772	164.2		PACBIO_SMRT	95.26	0.99	85.71429	2020-04-23
SRR20046042	GCF_009696665.2	Paracoccus sp. SMMA_5	2654281	PRJNA296849	SAMN13025267	ASM969666v2	SMMA_5	SMMA_5	Illumina;ONT	3	3123001	1026.0		OXFORD_NANOPORE	97.96	1.37	100.0	2022-10-14
SRR20046040	GCF_009696685.2	Paracoccus sp. SMMA_5_TC	2654280	PRJNA296849	SAMN13025268	ASM969668v2	SMMA_5_TC	SMMA_5_TC	Illumina;ONT	3	3122888	1076.0		OXFORD_NANOPORE	98.03	1.37	100.0	2022-10-14
SRR23190563	GCF_028553765.1	Paracoccus stylophorae	659350	PRJNA689381	SAMN17208933	ASM2855376v1	LMG25392	LMG25392	Illumina;ONT	2	3642172	179.0		OXFORD_NANOPORE	97.63	1.04	100.0	2023-02-08
DRR346609	GCF_022846435.1	Parageobacillus sp. KH3-4	2916802	PRJDB12551	SAMD00442693	ASM2284643v1	KH3-4	KH3-4	ONT;Other	1	3816932	721.0	Complete genome sequence of Parageobacillus strains isolated from non-contaminated soil in Japan	OXFORD_NANOPORE	99.35	0.97	100.0	2022-02-25
DRR346624	GCF_022846475.1	Parageobacillus thermoglucosidasius	1426	PRJDB12551	SAMD00442892	ASM2284647v1	BH4-1	BH4-1	ONT;Other	2	3892282	127.0	Whole-genome sequencing of Parageobacillus strains isolated in Japan	OXFORD_NANOPORE	99.35	0.65	100.0	2022-02-25
SRR19725955	GCF_030759015.1	Paramuribaculum intestinale	2094151	PRJNA848628	SAMN29007017	ASM3075901v1	DSM 100764	DSM 100764	Illumina;ONT	1	3056428	191.0		OXFORD_NANOPORE	98.86	0.75	100.0	2023-08-16
SRR30238144	GCF_040126305.1	Pararhizobium sp. A13	3133975	PRJNA1089598	SAMN40545973	ASM4012630v1	A13	A13	PacBio	3	6362976	403.0		PACBIO_SMRT	99.13	0.33	100.0	2024-06-13
SRR7721906	GCF_002859485.1	Pasteurella multocida	747	PRJNA281531	SAMN04622932	ASM285948v1	USDA-ARS-USMARC-59962	USDA-ARS-USMARC-59962	PacBio	1	2337902	734.0		PACBIO_SMRT	98.83	0.72	78.52062	2018-01-04
SRR12622397	GCF_014058465.1	Pasteurella multocida	747	PRJNA645292	SAMN15501685	ASM1405846v1	A0419	A0419	Illumina;ONT	1	2277198	210.6		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622398	GCF_014058485.1	Pasteurella multocida	747	PRJNA645292	SAMN15501684	ASM1405848v1	A0757	A0757	Illumina;ONT	1	2277198	125.8		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622399	GCF_014058585.1	Pasteurella multocida	747	PRJNA645292	SAMN15501683	ASM1405858v1	X0120	X0120	Illumina;ONT	1	2277198	166.7		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622400	GCF_014058605.1	Pasteurella multocida	747	PRJNA645292	SAMN15501682	ASM1405860v1	X1053	X1053	Illumina;ONT	1	2277198	156.5		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622389	GCF_014058625.1	Pasteurella multocida	747	PRJNA645292	SAMN15501681	ASM1405862v1	618/90	618/90	Illumina;ONT	1	2277197	95.9		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622390	GCF_014058645.1	Pasteurella multocida	747	PRJNA645292	SAMN15501680	ASM1405864v1	619/90	619/90	Illumina;ONT	1	2277197	135.3		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12622391	GCF_014058665.1	Pasteurella multocida	747	PRJNA645292	SAMN15501679	ASM1405866v1	671/90	671/90	Illumina;ONT	1	2277198	86.7		OXFORD_NANOPORE	98.89	0.72	82.645805	2020-08-04
SRR12562769	GCF_014495805.1	Pasteurella multocida	747	PRJNA660619	SAMN15955129	ASM1449580v1	PS3536-1p	PS3536-1p	ONT	1	2335429	100.0		OXFORD_NANOPORE	98.94	0.72	87.482216	2020-09-09
SRR17853486	GCF_019916005.1	Pasteurella multocida	747	PRJNA758188	SAMN21014890	ASM1991600v1	17BRD-035	17BRD-035	Illumina;ONT	1	2624884	344.0		OXFORD_NANOPORE	98.87	0.31	80.654335	2021-09-09
SRR19331789	GCF_023572925.1	Pasteurella multocida	747	PRJNA839711	SAMN28552779	ASM2357292v1	10957	10957	Illumina;ONT	1	2314161	100.0		OXFORD_NANOPORE	98.97	0.31	88.6202	2022-05-29
SRR19331786	GCF_023572945.1	Pasteurella multocida	747	PRJNA839711	SAMN28552780	ASM2357294v1	11020	11020	Illumina;ONT	1	2306919	100.0		OXFORD_NANOPORE	98.97	0.26	88.6202	2022-05-29
SRR25497967	GCF_031587475.1	Pasteurella multocida	747	PRJNA1001400	SAMN36810540	ASM3158747v1	W22-979.1	W22-979.1	Illumina;ONT	1	2296104	477.0		OXFORD_NANOPORE	98.96	0.3	88.19346	2023-09-18
SRR25497968	GCF_031587935.1	Pasteurella multocida	747	PRJNA1001400	SAMN36810539	ASM3158793v1	W22-3735.1	W22-3735.1	Illumina;ONT	1	2290509	600.0		OXFORD_NANOPORE	99.13	0.28	96.72831	2023-09-18
SRR25497965	GCF_031588995.1	Pasteurella multocida	747	PRJNA1001400	SAMN36810542	ASM3158899v1	W22-2894-7	W22-2894-7	Illumina;ONT	1	2295481	522.0		OXFORD_NANOPORE	98.98	0.72	89.75818	2023-09-18
SRR25497966	GCF_031589515.1	Pasteurella multocida	747	PRJNA1001400	SAMN36810541	ASM3158951v1	W16-1607.1	W16-1607.1	Illumina;ONT	1	2275969	477.0		OXFORD_NANOPORE	99.1	0.76	93.17212	2023-09-18
SRR28223604	GCF_032260685.1	Pasteurella multocida	747	PRJNA1019103	SAMN37474556	ASM3226068v1	80176	80176	ONT	1	2455483	97.0		OXFORD_NANOPORE	98.93	1.65	86.059746	2023-10-02
SRR12800422	GCF_019396865.1	Paulownia witches'-broom phytoplasma	39647	PRJNA624276	SAMN14573116	ASM1939686v1	Zhengzhou	Zhengzhou	PacBio	1	891641	96.4		PACBIO_SMRT	99.02	0.44	100.0	2021-07-29
SRR12339180	GCF_016944235.1	Pectobacterium brasiliense	180957	PRJNA649220	SAMN15660276	ASM1694423v1	IPO:4134 NAK:395	IPO:4134 NAK:395	PacBio	1	5049889	49.0		PACBIO_SMRT	99.31	0.48	87.878784	2021-02-25
